feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Haemophilus_parainfluenzae	sex	M	2.15201909002556	0.815743702015013	48	12	0.0115608428931323	0.0946888084580363
s__Solobacterium_moorei	fev1	Se	-1.816470260279	0.693588331876341	48	9	0.012133914511044	0.0948651498136167
s__Pseudomonas_aeruginosa	fev1	Mo	2.91258605703633	1.12691918408965	48	12	0.013228198701235	0.0989239207222795
s__Stenotrophomonas_maltophilia	sex	M	-2.30576869779077	0.923659869305089	48	20	0.0164603469593956	0.117965819875668
s__Pseudomonas_aeruginosa	antibiotics	antibiotics	0.973687304466857	0.39988390711734	48	12	0.019118061857974	0.131532265582861
s__Rothia_dentocariosa	fev1	Se	-1.35575066185725	0.597057732000488	48	9	0.0282302035325545	0.186753654138437
s__Staphylococcus_aureus	sex	M	-4.76449194627715	2.11576797160985	48	38	0.0294907015210731	0.187866691171281
s__Capnocytophaga_gingivalis	sex	M	0.661255296253271	0.303181680433488	48	6	0.034695564336479	0.21281779729188
s__Stenotrophomonas_maltophilia	fev1	Mo	-2.7730817538294	1.28014099390027	48	20	0.0358820704736309	0.21281779729188
s__Neisseria_subflava	sex	M	1.3616790201861	0.636467171934381	48	6	0.0381185084816322	0.218546115294691
s__Neisseria_unclassified	sex	M	1.81931581971355	0.864514409522847	48	13	0.0412232956298561	0.228722801559202
s__Staphylococcus_aureus	fev1	Se	-4.8924414872322	2.39703845683905	48	38	0.0474155150908793	0.247135411988826
s__Abiotrophia_defectiva	fev1	Mo	1.30295139808077	0.635198661955143	48	6	0.0463662002276795	0.247135411988826
s__Prevotella_intermedia	sex	M	-1.01683781059957	0.502521044101689	48	6	0.0492680868052721	0.249238556779612
s__Capnocytophaga_gingivalis	fev1	Se	0.676586227271227	0.343486694741483	48	6	0.0553290674576409	0.250436831650374
s__Abiotrophia_defectiva	antibiotics	antibiotics	-0.444331183903714	0.225398348279536	48	6	0.0551448803949848	0.250436831650374
s__Pseudomonas_aeruginosa	fev1	Se	-1.83379036973708	0.921200160929065	48	12	0.0528988897159055	0.250436831650374
s__Stenotrophomonas_maltophilia	fev1	Se	2.06792299779093	1.0464513394059	48	20	0.0545782175242272	0.250436831650374
s__Prevotella_loescheii	sex	M	1.22113908683804	0.624968181878241	48	5	0.0572347605171259	0.252419969460145
s__Rothia_dentocariosa	fev1	Mo	-1.40808406547053	0.73039046315605	48	9	0.0604948620032882	0.25378332352599
s__Solobacterium_moorei	fev1	Mo	-1.64301825381592	0.848477920655048	48	9	0.0594049029833502	0.25378332352599
s__Streptococcus_salivarius	fev1	Se	-0.572042823235256	0.301239379972695	48	9	0.0642918829970387	0.263290568464063
s__Rothia_mucilaginosa	sex	M	3.14699700277595	1.67870540302487	48	16	0.0676429632542653	0.270571853017061
s__Haemophilus_parainfluenzae	fev1	Se	-1.66904544913213	0.924188781989376	48	12	0.0779279850091587	0.304627577763075
s__Pseudomonas_aeruginosa	sex	M	1.43414050085974	0.813105768234416	48	12	0.0848730858864983	0.324403794943949
s__Granulicatella_adiacens	sex	M	0.912856527963664	0.528161985758023	48	6	0.0910985551065486	0.340629379963617
s__Rothia_mucilaginosa	antibiotics	antibiotics	-1.38721010347116	0.825584200341137	48	16	0.10015531789145	0.353506522041035
s__Prevotella_melaninogenica	fev1	Se	2.04424281139564	1.20460951050856	48	15	0.0969215938317937	0.353506522041035
s__Veillonella_unclassified	antibiotics	antibiotics	-0.797682221150839	0.475529972822088	48	13	0.100708253372155	0.353506522041035
s__Haemophilus_influenzae	antibiotics	antibiotics	-0.83243110177988	0.501721028119298	48	11	0.104362775846171	0.359007948910827
s__Capnocytophaga_unclassified	antibiotics	antibiotics	-0.627284580706977	0.385545049440931	48	8	0.111042487162096	0.374496231213343
s__Neisseria_sicca	sex	M	0.918056074027626	0.568035701876897	48	6	0.113366523242653	0.374981576879546
s__Peptostreptococcus_unclassified	sex	M	0.786617756984285	0.49799165916185	48	5	0.121532014802986	0.390818735107714
s__Pseudomonas_unclassified	antibiotics	antibiotics	0.456377258111131	0.289853129218306	48	6	0.122698905208236	0.390818735107714
s__Streptococcus_salivarius	fev1	Mo	-0.568052024741889	0.368511047536218	48	9	0.130528084008131	0.40047827006407
s__Solobacterium_moorei	antibiotics	antibiotics	-0.461414096461195	0.301079856306133	48	9	0.132716636009605	0.40047827006407
s__Neisseria_subflava	fev1	Se	-1.11236315239067	0.721079205335296	48	6	0.130247088164123	0.40047827006407
s__Porphyromonas_sp_oral_taxon_279	fev1	Mo	0.624235476057079	0.410173847525981	48	7	0.135359690453989	0.40141149582907
s__Rothia_aeria	fev1	Mo	0.792890943115045	0.533933319177278	48	6	0.144838565199153	0.421155468331881
s__Prevotella_nanceiensis	antibiotics	antibiotics	-0.323143375225496	0.22147165683478	48	8	0.151811854863818	0.421155468331881
s__Gemella_sanguinis	sex	M	0.574575439195391	0.388977828674974	48	6	0.14692474341598	0.421155468331881
s__Streptococcus_sanguinis	sex	M	1.42097232762065	0.970177852459814	48	11	0.150289623622235	0.421155468331881
s__Prevotella_loescheii	fev1	Se	1.00772557078483	0.708051537959084	48	5	0.161882731073712	0.439393448245849
s__Abiotrophia_defectiva	sex	M	0.649735914355181	0.458314760545794	48	6	0.163495236556595	0.439393448245849
s__Rothia_aeria	fev1	Se	0.609255505670645	0.436463826772843	48	6	0.169913673778998	0.449617721384427
s__Granulicatella_adiacens	fev1	Mo	0.995101385135312	0.732003015241195	48	6	0.181099531302485	0.467661241138128
s__Neisseria_unclassified	fev1	Mo	1.62474473527761	1.19816868982334	48	13	0.182170367187527	0.467661241138128
s__Veillonella_parvula	antibiotics	antibiotics	-0.383948467508563	0.291389021611141	48	10	0.194598688218699	0.485086585124874
s__Veillonella_parvula	sex	M	0.783419653013951	0.592497197449554	48	10	0.193080870957523	0.485086585124874
s__Pseudomonas_unclassified	fev1	Mo	1.05422675061964	0.816839702900767	48	6	0.203733311339769	0.500601850720576
s__Oribacterium_sinus	fev1	Mo	0.919154811467863	0.717929638937528	48	5	0.207308391920876	0.502211879019588
s__Prevotella_veroralis	antibiotics	antibiotics	-0.1929050891104	0.153338161046722	48	5	0.215167084776313	0.506969021664738
s__Murine_osteosarcoma_virus	fev1	Se	0.534618842445757	0.422948140920989	48	5	0.213028912035596	0.506969021664738
s__Capnocytophaga_gingivalis	fev1	Mo	0.520515964471036	0.420192876858962	48	6	0.222156026074482	0.516362655200146
s__Veillonella_parvula	fev1	Mo	1.00494001497286	0.821168025624879	48	10	0.227693790558559	0.522177759680963
s__Rothia_aeria	antibiotics	antibiotics	-0.214544049029405	0.189464643806928	48	6	0.263754067008702	0.527044239710995
s__Porphyromonas_sp_oral_taxon_279	fev1	Se	0.403886006328845	0.335296638556264	48	7	0.234960241842526	0.527044239710995
s__Porphyromonas_sp_oral_taxon_279	antibiotics	antibiotics	-0.1667435590212	0.145548964878561	48	7	0.258289109720746	0.527044239710995
s__Staphylococcus_aureus	fev1	Mo	-3.26750809974116	2.93233624632485	48	38	0.271339357870094	0.527044239710995
s__Streptococcus_australis	sex	M	0.458769626056972	0.38857775118741	48	5	0.244236269310325	0.527044239710995
s__Streptococcus_infantis	fev1	Se	-0.891146874078771	0.805569767569012	48	12	0.274776933049868	0.527044239710995
s__Streptococcus_mitis_oralis_pneumoniae	fev1	Se	-0.935551314607537	0.805139419541561	48	17	0.251655018173069	0.527044239710995
s__Solobacterium_moorei	sex	M	-0.673513970710124	0.612202100420786	48	9	0.27738789932317	0.527044239710995
s__Veillonella_atypica	fev1	Se	-1.2035978546383	1.02703552556323	48	9	0.247683782315558	0.527044239710995
s__Veillonella_atypica	sex	M	0.994253086935611	0.906522323199458	48	9	0.278843173335468	0.527044239710995
s__Veillonella_unclassified	fev1	Mo	1.49473348211682	1.34009856221994	48	13	0.270877952015855	0.527044239710995
s__Fusobacterium_nucleatum	fev1	Mo	-1.39248354744771	1.17508698026294	48	11	0.242523673378115	0.527044239710995
s__Neisseria_sicca	fev1	Mo	0.900525968166813	0.78726575889738	48	6	0.259007529522826	0.527044239710995
s__Haemophilus_parainfluenzae	antibiotics	antibiotics	0.466187773770331	0.401181238052764	48	12	0.251629494175677	0.527044239710995
s__Pseudomonas_unclassified	fev1	Se	-0.771531119148185	0.667725668698505	48	6	0.254281876437627	0.527044239710995
s__Stenotrophomonas_unclassified	fev1	Mo	-1.23324318851276	1.08291511989398	48	11	0.261084003616799	0.527044239710995
s__Prevotella_melaninogenica	fev1	Mo	1.55191791646938	1.47361846459065	48	15	0.298161615846169	0.545572318356819
s__Streptococcus_parasanguinis	fev1	Mo	-1.03235668341952	0.977376404202605	48	12	0.296751106929051	0.545572318356819
s__Stenotrophomonas_unclassified	sex	M	-0.833814858721559	0.78135552480222	48	11	0.291864037240053	0.545572318356819
s__Rothia_aeria	sex	M	0.399266974244109	0.385248798498628	48	6	0.305814788228916	0.549462744353182
s__Oribacterium_sinus	antibiotics	antibiotics	-0.263549088665098	0.25475518839942	48	5	0.306676880569218	0.549462744353182
s__Prevotella_nanceiensis	fev1	Mo	0.617303391384077	0.62413279048511	48	8	0.328167946523436	0.575968232673785
s__Granulicatella_adiacens	antibiotics	antibiotics	-0.257881937386018	0.259749083952977	48	6	0.326355892937312	0.575968232673785
s__Peptostreptococcus_unclassified	fev1	Mo	0.67688027170043	0.690188627544372	48	5	0.332217836767761	0.577186544687423
s__Peptostreptococcus_unclassified	antibiotics	antibiotics	-0.228483108772137	0.244911373350479	48	5	0.356069567827454	0.606375897686357
s__Stenotrophomonas_maltophilia	antibiotics	antibiotics	0.425210763446305	0.454254208757164	48	20	0.354468142661512	0.606375897686357
s__Veillonella_unclassified	fev1	Se	-1.01085190674109	1.09546365756039	48	13	0.361280394589643	0.609217920288418
s__Staphylococcus_aureus	antibiotics	antibiotics	-0.92263040690022	1.04053076007347	48	38	0.380177159536371	0.629157270700113
s__Streptococcus_mitis_oralis_pneumoniae	antibiotics	antibiotics	-0.309741817926172	0.349503083603194	48	17	0.380420675307045	0.629157270700113
s__Capnocytophaga_unclassified	fev1	Se	0.761738658874341	0.888168178986437	48	8	0.395840184372594	0.636303847776506
s__Streptococcus_sanguinis	antibiotics	antibiotics	-0.410092683346123	0.477131666502326	48	11	0.394833525821661	0.636303847776506
s__Fusobacterium_nucleatum	sex	M	0.734697533237711	0.847860268348172	48	11	0.391008460198381	0.636303847776506
s__Pseudomonas_unclassified	sex	M	-0.498391754472331	0.589374183640361	48	6	0.402441042813423	0.640924623739896
s__Rothia_mucilaginosa	fev1	Mo	1.84184968661269	2.32659193552577	48	16	0.432909452948377	0.683123173459824
s__Capnocytophaga_gingivalis	antibiotics	antibiotics	-0.115582880021225	0.149104187517203	48	6	0.442474415525934	0.685636031265412
s__Gemella_unclassified	fev1	Mo	0.847246960788861	1.08770949031182	48	6	0.440288125527544	0.685636031265412
s__Prevotella_intermedia	antibiotics	antibiotics	-0.177775601698367	0.247138916454145	48	6	0.475826177547819	0.713063006786923
s__Granulicatella_unclassified	antibiotics	antibiotics	-0.233284961022717	0.324996091763446	48	11	0.476757242909861	0.713063006786923
s__Streptococcus_parasanguinis	antibiotics	antibiotics	-0.250516972987907	0.346819098259083	48	12	0.474003414660498	0.713063006786923
s__Veillonella_parvula	fev1	Se	0.488829334665745	0.67126385639315	48	10	0.470424800582613	0.713063006786923
s__Oribacterium_sinus	fev1	Se	0.41307232582117	0.586871630425969	48	5	0.485317572407472	0.716038896742572
s__Veillonella_atypica	antibiotics	antibiotics	-0.312528650500528	0.445825995401841	48	9	0.48707297045861	0.716038896742572
s__Neisseria_meningitidis	fev1	Mo	0.419436813991063	0.611113096654616	48	8	0.496177657833653	0.721026330332151
s__Neisseria_subflava	fev1	Mo	-0.601663384008748	0.882107954606663	48	6	0.498849612264686	0.721026330332151
s__Stenotrophomonas_unclassified	fev1	Se	0.591251919495467	0.885229035766854	48	11	0.507761328535156	0.727791237567057
s__Rothia_dentocariosa	antibiotics	antibiotics	0.152393264163593	0.259176874661182	48	9	0.559615006565194	0.795485794456308
s__Prevotella_nanceiensis	fev1	Se	0.28998846009057	0.51019739050804	48	8	0.572730221004124	0.80745572141565
s__Capnocytophaga_unclassified	sex	M	0.424253622587395	0.783949786513052	48	8	0.591180202093978	0.813463958081313
s__Gemella_unclassified	fev1	Se	0.482733571065021	0.8891481941793	48	6	0.589990327102204	0.813463958081313
s__Murine_osteosarcoma_virus	antibiotics	antibiotics	0.101811223879277	0.183597617839022	48	5	0.582086048263311	0.813463958081313
s__Gemella_sanguinis	antibiotics	antibiotics	-0.101535921167435	0.191298573923933	48	6	0.598307658268902	0.816737438271834
s__Prevotella_melaninogenica	antibiotics	antibiotics	-0.27077088294518	0.522909111443331	48	15	0.607240456740366	0.818404585642014
s__Granulicatella_unclassified	fev1	Mo	0.471868352722136	0.915876643305174	48	11	0.609045273035917	0.818404585642014
s__Oribacterium_sinus	sex	M	0.260620569260597	0.518007625434226	48	5	0.617446654191315	0.82326220558842
s__Streptococcus_anginosus	fev1	Se	0.361565684641798	0.735093468242814	48	5	0.625317506793984	0.827343162835117
s__Porphyromonas_sp_oral_taxon_279	sex	M	0.143338430668484	0.295952652249592	48	7	0.630610318951588	0.827976907325749
s__Streptococcus_australis	antibiotics	antibiotics	-0.0893122712368693	0.191101816558377	48	5	0.64260615185432	0.831039534728895
s__Streptococcus_mitis_oralis_pneumoniae	fev1	Mo	-0.460854620655962	0.98494018589089	48	17	0.642218240199063	0.831039534728895
s__Fusobacterium_nucleatum	fev1	Se	-0.441399952358584	0.960574929069402	48	11	0.648178195894865	0.831989923088931
s__Abiotrophia_defectiva	fev1	Se	0.231513007420057	0.519243187866837	48	6	0.657930886599294	0.83811904692002
s__Streptococcus_parasanguinis	sex	M	0.306637924721211	0.705206196871459	48	12	0.665867423716278	0.83811904692002
s__Neisseria_meningitidis	antibiotics	antibiotics	-0.0937786926318976	0.216851657360182	48	8	0.667571566442109	0.83811904692002
s__Rothia_mucilaginosa	fev1	Se	-0.772369620207277	1.90187273025614	48	16	0.686675749837063	0.845049881425496
s__Prevotella_loescheii	antibiotics	antibiotics	0.123160376158098	0.307358191464018	48	5	0.690620456885476	0.845049881425496
s__Gemella_haemolysans	fev1	Mo	-0.401482227363413	1.14309669780943	48	11	0.727135944482403	0.845049881425496
s__Streptococcus_anginosus	antibiotics	antibiotics	0.129209744724817	0.319096826775314	48	5	0.687541311872656	0.845049881425496
s__Streptococcus_australis	fev1	Se	-0.169702716963888	0.440235330890063	48	5	0.701780922919545	0.845049881425496
s__Streptococcus_infantis	antibiotics	antibiotics	-0.13777270565999	0.349689893438815	48	12	0.695538913952817	0.845049881425496
s__Streptococcus_sanguinis	fev1	Mo	0.485125634693428	1.34461232059624	48	11	0.720021282177046	0.845049881425496
s__Peptostreptococcus_unclassified	fev1	Se	0.20183029355619	0.564194738843584	48	5	0.72229420083303	0.845049881425496
s__Veillonella_atypica	fev1	Mo	-0.466504177815762	1.25638931210296	48	9	0.712233323182308	0.845049881425496
s__Haemophilus_parainfluenzae	fev1	Mo	0.400149993240552	1.13057521298509	48	12	0.72511734670434	0.845049881425496
s__Murine_osteosarcoma_virus	sex	M	-0.135355448026619	0.373319054460478	48	5	0.718699884369327	0.845049881425496
s__Neisseria_unclassified	fev1	Se	-0.28099263603832	0.979443074063084	48	13	0.775574302481359	0.89529382568318
s__Gemella_haemolysans	fev1	Se	-0.261526011749911	0.9344244705801	48	11	0.780912143493131	0.89544592453879
s__Streptococcus_salivarius	antibiotics	antibiotics	0.0349440961010007	0.130765044721222	48	9	0.790571071842295	0.900518042098509
s__Prevotella_nanceiensis	sex	M	0.113800933139144	0.450330404569022	48	8	0.801700017133155	0.905822530665217
s__Fusobacterium_nucleatum	antibiotics	antibiotics	-0.103168261991154	0.416976105744311	48	11	0.805760739487083	0.905822530665217
s__Prevotella_loescheii	fev1	Mo	0.19646244110072	0.866170996589432	48	5	0.821640791691696	0.917308137820343
s__Granulicatella_adiacens	fev1	Se	-0.131850186529007	0.598375912808229	48	6	0.826643961407867	0.917308137820343
s__Capnocytophaga_unclassified	fev1	Mo	0.229924654979709	1.08651062173974	48	8	0.833405283422878	0.918882748389327
s__Neisseria_sicca	antibiotics	antibiotics	0.044706109591751	0.279358903506374	48	6	0.873605984724302	0.945032889135723
s__Neisseria_subflava	antibiotics	antibiotics	-0.0505366169836391	0.313013373423356	48	6	0.872493676903319	0.945032889135723
s__Murine_osteosarcoma_virus	fev1	Mo	-0.0872273848155528	0.517399360197916	48	5	0.86691114591853	0.945032889135723
s__Stenotrophomonas_unclassified	antibiotics	antibiotics	0.0579502725648932	0.384269196348331	48	11	0.880833642893794	0.946896166110829
s__Neisseria_unclassified	antibiotics	antibiotics	0.0604771390632583	0.425166581452132	48	13	0.887552156693781	0.948192366157331
s__Streptococcus_anginosus	fev1	Mo	-0.117477212429459	0.899251831031337	48	5	0.89667029234085	0.952020310386581
s__Streptococcus_infantis	fev1	Mo	-0.082080842088523	0.985466637652993	48	12	0.934006427509512	0.979567716656318
s__Neisseria_sicca	fev1	Se	0.0565551538156068	0.643550446233697	48	6	0.930380124132989	0.979567716656318
s__Gemella_sanguinis	fev1	Se	-0.0286858585509277	0.440688594733865	48	6	0.948401433492731	0.988636645822726
s__Gemella_sanguinis	fev1	Mo	-0.0217240969370889	0.539101546741201	48	6	0.968042984064099	0.989938926415603
s__Gemella_unclassified	antibiotics	antibiotics	0.0167593107440597	0.385970464373513	48	6	0.965566768833511	0.989938926415603
s__Streptococcus_australis	fev1	Mo	0.0299836274438703	0.538547061687138	48	5	0.955858579539736	0.989938926415603
s__Neisseria_meningitidis	fev1	Se	0.0172129196590804	0.499554440932568	48	8	0.972672549792075	0.989938926415603
s__Gemella_haemolysans	antibiotics	antibiotics	-0.00874397608947792	0.405624449549348	48	11	0.982901195741227	0.994187752791079
s__Granulicatella_unclassified	fev1	Se	0.00548568605908113	0.748683422126194	48	11	0.994187752791079	0.994187752791079
s__Streptococcus_sanguinis	fev1	Se	0.0156550094608312	1.09915342964107	48	11	0.98870216282029	0.994187752791079
